orbit_id,mjd_tdb,x,y,z,vx,vy,vz
60232 (1999 VL148),59032.500800741494,-2.66883661328015,-3.378840673944343,0.2321857384994881,0.00701830049148286,-0.0035178417387051906,0.0009363284504408913
60232 (1999 VL148),59033.00080074133,-2.665326231093983,-3.380598034311607,0.2326537954394292,0.007023227609571055,-0.0035115986341634747,0.0009358991270444391
60232 (1999 VL148),59033.50080074116,-2.6618133863148516,-3.3823522714821452,0.23312163744418357,0.007028150862021987,-0.003505348951458831,0.0009354687095511782
60232 (1999 VL148),59034.00080074099,-2.658298080877548,-3.3841033821663653,0.23358926396649005,0.007033070240943115,-0.0034990926885517465,0.0009350371971149533
60232 (1999 VL148),59034.500800740825,-2.6547803167208137,-3.3858513630736566,0.2340566744586663,0.007037985738427607,-0.0034928298434081383,0.0009346045888889141
60232 (1999 VL148),59035.000800740665,-2.6512600957873467,-3.387596210912395,0.23452386837260608,0.007042897346554333,-0.003486560413999599,0.0009341708840254964
60232 (1999 VL148),59035.5008007405,-2.647737420023809,-3.3893379223899407,0.2349908451597782,0.007047805057387871,-0.0034802843983036493,0.0009337360816763992
60232 (1999 VL148),59036.00080074033,-2.6442122913808332,-3.3910764942126472,0.23545760427122708,0.007052708862978526,-0.00347400179430401,0.0009333001809925631
60232 (1999 VL148),59036.50080074016,-2.640684711813032,-3.3928119230858584,0.23592414515757287,0.007057608755362352,-0.0034677125999908846,0.0009328631811241462
60232 (1999 VL148),59037.000800739996,-2.637154683279002,-3.3945442057139177,0.23639046726901203,0.007062504726561193,-0.0034614168133612518,0.0009324250812204921
60232 (1999 VL148),59037.50080073983,-2.6336222077413325,-3.396273338800166,0.23685657005531247,0.007067396768582742,-0.003455114432419187,0.0009319858804301055
60232 (1999 VL148),59038.00080073967,-2.6300872871666154,-3.3979993190469515,0.23732245296581844,0.007072284873420615,-0.0034488054551761807,0.0009315455779006156
60232 (1999 VL148),59038.5008007395,-2.6265499235254457,-3.3997221431556275,0.23778811544944722,0.007077169033054439,-0.0034424898796514827,0.0009311041727787385
60232 (1999 VL148),59039.00080073933,-2.6230101187924344,-3.401441807826559,0.23825355695468975,0.0070820492394499755,-0.003436167703872464,0.0009306616642102417
60232 (1999 VL148),59039.500800739166,-2.61946787494621,-3.403158309759129,0.2387187769296073,0.007086925484559257,-0.003429838925874993,0.0009302180513398981
60232 (1999 VL148),59040.000800739006,-2.615923193969432,-3.4048716456517387,0.23918377482183661,0.007091797760320755,-0.003423503543703822,0.0009297733333114395
60232 (1999 VL148),59040.50080073884,-2.612376077848793,-3.4065818122018126,0.2396485500785832,0.007096666058659582,-0.003417161555412999,0.000929327509267507
60232 (1999 VL148),59041.00080073867,-2.608826528575025,-3.4082888061058076,0.24011310214662518,0.007101530371487731,-0.0034108129590662913,0.0009288805783495936
60232 (1999 VL148),59041.50080073851,-2.6052745481429076,-3.409992624059215,0.24057743047231117,0.007106390690704344,-0.0034044577527376167,0.0009284325396979839
60232 (1999 VL148),59042.000800738344,-2.6017201385512747,-3.4116932627565624,0.24104153450155796,0.007111247008196035,-0.0033980959345115023,0.0009279833924516894
60232 (1999 VL148),59042.500800738184,-2.5981633018030195,-3.413390718891426,0.24150541367985312,0.007116099315837254,-0.0033917275024835437,0.000927533135748377
60232 (1999 VL148),59043.00080073802,-2.594604039905101,-3.4150849891564303,0.24196906745225322,0.007120947605490708,-0.0033853524547608786,0.0009270817687242928
60232 (1999 VL148),59043.50080073786,-2.5910423548685513,-3.416776070243257,0.24243249526337984,0.007125791869007839,-0.0033789707894626687,0.0009266292905141805
60232 (1999 VL148),59044.0008007377,-2.5874782487084755,-3.4184639588426515,0.24289569655742405,0.007130632098229364,-0.0033725825047205824,0.0009261757002511909
60232 (1999 VL148),59044.50080073753,-2.5839117234440656,-3.420148651644427,0.243358670778143,0.007135468284985897,-0.0033661875986792803,0.0009257209970667886
60232 (1999 VL148),59045.00080073737,-2.580342781098597,-3.421830145337473,0.24382141736885865,0.007140300421098622,-0.0033597860694968935,0.0009252651800906496
60232 (1999 VL148),59045.50080073721,-2.5767714236994386,-3.4235084366097626,0.24428393577245644,0.007145128498380078,-0.003353377915345489,0.0009248082484505524
60232 (1999 VL148),59046.00080073705,-2.5731976532780543,-3.4251835221483553,0.24474622543138635,0.007149952508635021,-0.0033469631344115237,0.0009243502012722648
60232 (1999 VL148),59046.50080073689,-2.5696214718700086,-3.4268553986394106,0.24520828578766007,0.0071547724436613735,-0.0033405417248962587,0.0009238910376794206
60232 (1999 VL148),59047.00080073673,-2.5660428815149667,-3.4285240627681906,0.24567011628285074,0.007159588295251296,-0.0033341136850161476,0.0009234307567933932
60232 (1999 VL148),59047.50080073657,-2.5624618842566997,-3.430189511219071,0.24613171635809117,0.007164400055192351,-0.0033276790130031676,0.0009229693577331608
60232 (1999 VL148),59048.00080073641,-2.5588784821430854,-3.4318517406755467,0.24659308545407388,0.007169207715268791,-0.003321237707105092,0.000922506839615168
60232 (1999 VL148),59048.50080073625,-2.555292677226111,-3.4335107478202396,0.24705422301104862,0.00717401126726296,-0.0033147897655856785,0.0009220432015531813
60232 (1999 VL148),59049.00080073609,-2.551704471561872,-3.4351665293349076,0.2475151284688215,0.007178810702956838,-0.003308335186724768,0.0009215784426581423
60232 (1999 VL148),59049.500800735936,-2.548113867210574,-3.436819081900455,0.24797580126675278,0.007183606014133681,-0.003301873968818258,0.0009211125620380185
60232 (1999 VL148),59050.000800735776,-2.544520866236527,-3.4384684021969356,0.24843624084375593,0.007188397192579812,-0.0032954061101779456,0.0009206455587976542
60232 (1999 VL148),59050.500800735615,-2.5409254707081503,-3.440114486903564,0.24889644663829702,0.0071931842300865315,-0.003288931609131196,0.0009201774320386229
60232 (1999 VL148),59051.00080073546,-2.5373276826979634,-3.441757332698722,0.24935641808839115,0.007197967118452147,-0.0032824504640204316,0.000919708180859084
60232 (1999 VL148),59051.5008007353,-2.5337275042825866,-3.4433969362599663,0.24981615463160178,0.00720274584948411,-0.0032759626732023887,0.0009192378043536484
60232 (1999 VL148),59052.00080073515,-2.5301249375427326,-3.4450332942640345,0.2502756557050385,0.007207520415001262,-0.0032694682350471287,0.0009187663016132529
60232 (1999 VL148),59052.50080073499,-2.5265199845631994,-3.4466664033868546,0.25073492074535686,0.007212290806836154,-0.0032629671479367664,0.0009182936717250562
60232 (1999 VL148),59053.00080073484,-2.522912647432869,-3.4482962603035445,0.25119394918875293,0.007217057016837417,-0.0032564594102638725,0.0009178199137723479
60232 (1999 VL148),59053.500800734684,-2.5193029282446906,-3.449922861688424,0.251652740470965,0.00722181903687217,-0.003249945020429535,0.0009173450268344921
60232 (1999 VL148),59054.000800734524,-2.515690829095677,-3.451546204215014,0.25211129402726895,0.00722657685882841,-0.003243423976841024,0.0009168690099868974
60232 (1999 VL148),59054.50080073437,-2.512076352086891,-3.4531662845560405,0.25256960929247896,0.007231330474617321,-0.0032368962779090516,0.0009163918623010314
60232 (1999 VL148),59055.00080073422,-2.508459499323432,-3.4547830993834334,0.2530276857009417,0.007236079876175501,-0.00323036192204458,0.000915913582844477
60232 (1999 VL148),59055.500800734066,-2.504840272914427,-3.4563966453683292,0.2534855226865387,0.007240825055466965,-0.0032238209076551746,0.0009154341706810484
60232 (1999 VL148),59056.00080073391,-2.5012186749730105,-3.458006919181067,0.2539431196826816,0.0072455660044849195,-0.0032172732331408817,0.0009149536248709682
60232 (1999 VL148),59056.50080073376,-2.4975947076163165,-3.4596139174911804,0.25440047612231154,0.007250302715253176,-0.0032107188968896203,0.0009144719444711133
60232 (1999 VL148),59057.00080073361,-2.493968372965457,-3.4612176369673953,0.25485759143789677,0.007255035179827135,-0.003204157897272115,0.0009139891285353418
60232 (1999 VL148),59057.500800733455,-2.4903396731455087,-3.462818074277617,0.25531446506143296,0.007259763390294232,-0.003197590232636386,0.0009135051761149021
60232 (1999 VL148),59058.0008007333,-2.4867086102854947,-3.464415226088916,0.2557710964244395,0.007264487338773743,-0.00319101590130184,0.0009130200862589353
60232 (1999 VL148),59058.50080073315,-2.4830751865183744,-3.4660090890675157,0.25622748495796066,0.007269207017415851,-0.0031844349015530404,0.0009125338580150729
60232 (1999 VL148),59059.000800732996,-2.4794394039810213,-3.467599659878773,0.25668363009256456,0.007273922418399875,-0.0031778472316332314,0.0009120464904301291
60232 (1999 VL148),59059.50080073284,-2.4758012648142165,-3.4691869351871523,0.25713953125834244,0.007278633533931553,-0.003171252889737736,0.0009115579825508897
60232 (1999 VL148),59060.00080073269,-2.4721607711626272,-3.470770911656204,0.25759518788490765,0.007283340356239306,-0.0031646518740073713,0.0009110683334249943
60232 (1999 VL148),59060.50080073254,-2.4685179251748064,-3.4723515859485334,0.25805059940139996,0.007288042877569442,-0.0031580441825220422,0.0009105775421019044
60232 (1999 VL148),59061.00080073239,-2.4648727290031776,-3.473928954725769,0.2585057652364846,0.007292741090180234,-0.003151429813294685,0.0009100856076339394
60232 (1999 VL148),59061.50080073224,-2.461225184804035,-3.475503014648528,0.2589606848183523,0.007297434986334897,-0.003144808764265781,0.0009095925290773726
60232 (1999 VL148),59062.00080073209,-2.4575752947375418,-3.477073762376379,0.2594153575747242,0.007302124558293486,-0.003138181033298642,0.0009090983054935611
60232 (1999 VL148),59062.50080073194,-2.453923060967734,-3.4786411945678006,0.2598697829328527,0.007306809798303799,-0.0031315466181756797,0.0009086029359500851
60232 (1999 VL148),59063.00080073179,-2.450268485662526,-3.4802053078801456,0.2603239603195271,0.007311490698591421,-0.0031249055165958836,0.0009081064195218709
60232 (1999 VL148),59063.50080073164,-2.446611570993731,-3.481766098969591,0.260777889161075,0.007316167251349072,-0.0031182577261736778,0.000907608755292262
60232 (1999 VL148),59064.0008007315,-2.442952319137074,-3.4833235644911005,0.26123156888336774,0.007320839448725482,-0.0031116032444393404,0.0009071099423540062
60232 (1999 VL148),59064.50080073135,-2.439290732272221,-3.4848777010983842,0.2616849989118277,0.007325507282814054,-0.0031049420688410976,0.0009066099798101272
60232 (1999 VL148),59065.000800731206,-2.4356268125828047,-3.486428505443858,0.26213817867142986,0.007330170745641607,-0.0030982741967489676,0.0009061088667746446
60232 (1999 VL148),59065.50080073106,-2.431960562256464,-3.4879759741786005,0.26259110758670867,0.007334829829157525,-0.0030915996254603662,0.0009056066023731121
60232 (1999 VL148),59066.000800730915,-2.428291983484888,-3.4895201039523247,0.26304378508176507,0.0073394845252236,-0.0030849183522074293,0.0009051031857429551
60232 (1999 VL148),59066.50080073077,-2.4246210784638533,-3.4910608914133427,0.26349621058027184,0.007344134825604926,-0.0030782303741659148,0.0009045986160335761
60232 (1999 VL148),59067.000800730624,-2.4209478493932854,-3.4925983332085466,0.263948383505479,0.007348780721962106,-0.0030715356884655196,0.0009040928924062305
60232 (1999 VL148),59067.500800730486,-2.4172722984773034,-3.49413242598338,0.2644003032802207,0.007353422205845043,-0.0030648342922013553,0.0009035860140336623
60232 (1999 VL148),59068.00080073034,-2.4135944279242807,-3.495663166381832,0.26485196932691957,0.007358059268688491,-0.003058126182446277,0.0009030779800995011
60232 (1999 VL148),59068.5008007302,-2.4099142399469025,-3.497190551046421,0.2653033810675929,0.00736269190180953,-0.0030514113562637533,0.0009025687897974504
60232 (1999 VL148),59069.00080073006,-2.406231736762225,-3.4987145766182004,0.26575453792385617,0.007367320096407005,-0.003044689810720904,0.000902058442330271
60232 (1999 VL148),59069.50080072992,-2.4025469205917345,-3.500235239736761,0.2662054393169302,0.007371943843562943,-0.003037961542901353,0.0009015469369086037
60232 (1999 VL148),59070.00080072978,-2.3988597936614067,-3.5017525370402396,0.26665608466764157,0.0073765631342458384,-0.003031226549917563,0.0009010342727496631
60232 (1999 VL148),59070.50080072964,-2.395170358201758,-3.5032664651653427,0.26710647339642724,0.007381177959315687,-0.0030244848289223197,0.0009005204490758386
60232 (1999 VL148),59071.00080072951,-2.3914786164479005,-3.5047770207473605,0.2675566049233358,0.007385788309530546,-0.0030177363771191055,0.0009000054651132478
60232 (1999 VL148),59071.50080072937,-2.387784570639592,-3.506284200420203,0.26800647866803007,0.00739039417555436,-0.0030109811917711457,0.0008994893200902805
60232 (1999 VL148),59072.00080072924,-2.38408822302128,-3.5077880008164284,0.2684560940497871,0.007394995547965814,-0.0030042192702089614,0.0008989720132361715
60232 (1999 VL148),59072.5008007291,-2.380389575842143,-3.509288418567276,0.26890545048749903,0.007399592417267872,-0.002997450609836348,0.0008984535437796409
60232 (1999 VL148),59073.00080072897,-2.376688631356124,-3.5107854503027096,0.26935454739967124,0.007404184773897733,-0.0029906752081347385,0.0008979339109476258
60232 (1999 VL148),59073.50080072884,-2.37298539182196,-3.5122790926514496,0.2698033842044214,0.007408772608236918,-0.002983893062665975,0.0008974131139641299
60232 (1999 VL148),59074.00080072871,-2.3692798595032123,-3.5137693422410208,0.27025196031947973,0.0074133559106212285,-0.002977104171073574,0.0008968911520492115
60232 (1999 VL148),59074.50080072858,-2.3655720366682806,-3.515256195697789,0.27070027516218476,0.007417934671350341,-0.00297030853108259,0.0008963680244181138
60232 (1999 VL148),59075.000800728456,-2.361861925590425,-3.5167396496470027,0.2711483281494802,0.007422508880696864,-0.0029635061404982396,0.0008958437302805519
60232 (1999 VL148),59075.500800728325,-2.358149528547771,-3.5182197007128337,0.2715961186979148,0.0074270785289146995,-0.002956696997203438,0.0008953182688401483
60232 (1999 VL148),59076.0008007282,-2.3544348478233235,-3.5196963455184127,0.27204364622363575,0.007431643606246587,-0.002949881099155442,0.0008947916392940173
60232 (1999 VL148),59076.50080072808,-2.350717885704965,-3.5211695806858674,0.27249091014238913,0.007436204102930791,-0.00294305844438178,0.0008942638408324896
60232 (1999 VL148),59077.000800727954,-2.3469986444854603,-3.522639402836355,0.27293790986951283,0.0074407600092068595,-0.002936229030975641,0.0008937348726389609
60232 (1999 VL148),59077.50080072783,-2.343277126462452,-3.524105808590096,0.2733846448199353,0.007445311315320495,-0.0029293928570908903,0.000893204733889855
60232 (1999 VL148),59078.00080072771,-2.3395533339384578,-3.5255687945664,0.27383111440817154,0.007449858011527501,-0.0029225499209368767,0.0008926734237546906
60232 (1999 VL148),59078.50080072758,-2.3358272692208644,-3.527028357383697,0.2742773180483198,0.00745440008809691,-0.0029157002207731526,0.000892140941396228
60232 (1999 VL148),59079.00080072747,-2.33209893462192,-3.528484493659555,0.27472325515405704,0.007458937535313306,-0.002908843754904229,0.000891607285970688
60232 (1999 VL148),59079.50080072734,-2.3283683324587257,-3.5299372000107074,0.27516892513863733,0.007463470343478435,-0.002901980521674454,0.0008910724566280248
60232 (1999 VL148),59080.000800727226,-2.3246354650532295,-3.531386473053066,0.2756143274148892,0.007467998502912165,-0.002895110519463101,0.0008905364525122422
60232 (1999 VL148),59080.50080072711,-2.320900334732212,-3.5328323094017415,0.2760594613952103,0.0074725220039528915,-0.0028882337466797194,0.0008899992727617401
60232 (1999 VL148),59081.00080072699,-2.3171629438272823,-3.534274705671057,0.276504326491567,0.007477040836957452,-0.0028813502017597933,0.0008894609165096814
60232 (1999 VL148),59081.50080072688,-2.313423294674865,-3.5357136584745557,0.2769489221154908,0.00748155499230062,-0.002874459883160724,0.000888921382884367
60232 (1999 VL148),59082.00080072676,-2.3096813896161943,-3.537149164425016,0.2773932476780765,0.007486064460374282,-0.00286756278935817,0.0008883806710096151
60232 (1999 VL148),59082.50080072665,-2.3059372309973014,-3.5385812201344606,0.27783730258997896,0.007490569231586326,-0.0028606589188427353,0.0008878387800051373
60232 (1999 VL148),59083.000800726535,-2.302190821169014,-3.540009822214156,0.278281086261412,0.007495069296359325,-0.0028537482701170036,0.000887295708986903
60232 (1999 VL148),59083.500800726426,-2.298442162486943,-3.5414349672746255,0.2787245981021478,0.007499564645129069,-0.0028468308416929188,0.0008867514570674935
60232 (1999 VL148),59084.00080072632,-2.294691257311478,-3.542856651925651,0.2791678375215132,0.007504055268342973,-0.002839906632089486,0.0008862060233564405
60232 (1999 VL148),59084.50080072621,-2.2909381080077833,-3.544274872776272,0.2796108039283902,0.0075085411564584205,-0.0028329756398307697,0.0008856594069605411
60232 (1999 VL148),59085.0008007261,-2.2871827169457917,-3.5456896264347932,0.28005349673121116,0.007513022299941078,-0.002826037863444186,0.0008851116069841583
60232 (1999 VL148),59085.50080072599,-2.283425086500202,-3.5471009095087824,0.28049591533796114,0.007517498689263186,-0.002819093301459048,0.0008845626225294991
60232 (1999 VL148),59086.00080072588,-2.2796652190504756,-3.5485087186050723,0.2809380591561774,0.007521970314901876,-0.0028121419524053566,0.0008840124526968709
60232 (1999 VL148),59086.50080072577,-2.2759031169808335,-3.5499130503297636,0.28137992759294517,0.007526437167337524,-0.0028051838148127994,0.0008834610965849191
60232 (1999 VL148),59087.00080072567,-2.2721387826802575,-3.551313901288217,0.2818215200548988,0.007530899237052141,-0.002798218887209948,0.000882908553290843
60232 (1999 VL148),59087.50080072556,-2.268372218542487,-3.55271126808506,0.282262835948222,0.007535356514527835,-0.002791247168123624,0.0008823548219105934
60232 (1999 VL148),59088.00080072546,-2.2646034269660227,-3.5541051473241816,0.28270387467864455,0.007539808990245335,-0.002784268656078416,0.0008817999015390495
60232 (1999 VL148),59088.50080072536,-2.260832410354123,-3.555495535608733,0.2831446356514449,0.007544256654682579,-0.0027772833495963325,0.000881243791270182
60232 (1999 VL148),59089.000800725255,-2.257059171114809,-3.5568824295411243,0.28358511827144706,0.007548699498313403,-0.0027702912471965708,0.0008806864901971963
60232 (1999 VL148),59089.50080072515,-2.2532837116608664,-3.558265825723028,0.2840253219430229,0.007553137511606279,-0.0027632923473953803,0.0008801279974126627
60232 (1999 VL148),59090.00080072505,-2.2495060344098485,-3.5596457207553707,0.28446524607008916,0.007557570685023144,-0.0027562866487060183,0.0008795683120086312
