1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	0.694444447	1
1	0.694444447	1
1	0.694444447	1
1	0.694444447	1
1	0.694444447	1
1	0.694444447	1
1	0.694444447	1
0.75	0.694444447	1
0.75	0.694444447	1
0.75	0.694444447	1
0.75	0.694444447	1
0.75	0.694444447	1
0.75	0.694444447	1
0.75	0.694444447	1
0.727272727	0.727272727	1
0.727272727	0.727272727	1
0.727272727	0.727272727	1
0.727272727	0.727272727	1
0.727272727	0.727272727	1
0.727272727	0.727272727	1
0.727272727	0.727272727	1
0.694444447	0.694444447	1
0.694444447	0.694444447	1
0.694444447	0.694444447	1
0.694444447	0.694444447	1
0.694444447	0.694444447	1
0.694444447	0.694444447	1
0.694444447	0.694444447	1
1	0.76190476	1
1	0.76190476	1
1	0.76190476	1
1	0.76190476	1
1	0.76190476	1
1	0.76190476	1
1	0.76190476	1
0.89247312	0.89247312	1
0.89247312	0.89247312	1
0.89247312	0.89247312	1
0.89247312	0.89247312	1
0.89247312	0.89247312	1
0.89247312	0.89247312	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
0.928571427	0.76190476	1
0.928571427	0.76190476	1
0.928571427	0.76190476	1
0.928571427	0.76190476	1
0.928571427	0.76190476	1
0.928571427	0.76190476	1
0.928571427	0.76190476	1
1	0.76190476	1
1	0.76190476	1
1	0.76190476	1
1	0.76190476	1
1	0.76190476	1
1	0.76190476	1
1	0.76190476	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
0.863247867	0.77777778	1
0.863247867	0.77777778	1
0.863247867	0.77777778	1
0.863247867	0.77777778	1
0.863247867	0.77777778	1
0.863247867	0.77777778	1
0.863247867	0.77777778	1
0.863247867	0.863247867	1
0.863247867	0.863247867	1
0.863247867	0.863247867	1
0.863247867	0.863247867	1
0.863247867	0.863247867	1
0.863247867	0.863247867	1
0.863247867	0.863247867	1
0.863247867	0.863247867	1
0.863247867	0.863247867	1
0.863247867	0.863247867	1
0.863247867	0.863247867	1
0.863247867	0.863247867	1
0.863247867	0.863247867	1
0.863247867	0.863247867	1
0.960784313	0.921568627	1
0.960784313	0.921568627	1
0.960784313	0.921568627	1
0.960784313	0.921568627	1
0.960784313	0.921568627	1
0.960784313	0.921568627	1
0.960784313	0.921568627	1
0.954022987	0.954022987	1
0.954022987	0.954022987	1
0.954022987	0.954022987	1
0.954022987	0.954022987	1
0.954022987	0.954022987	1
0.954022987	0.954022987	1
0.928571427	0.76190476	1
0.928571427	0.76190476	1
0.928571427	0.76190476	1
0.928571427	0.76190476	1
0.928571427	0.76190476	1
0.928571427	0.76190476	1
0.928571427	0.76190476	1
0.88095238	0.76190476	1
0.88095238	0.76190476	1
0.88095238	0.76190476	1
0.88095238	0.76190476	1
0.88095238	0.76190476	1
0.88095238	0.76190476	1
0.88095238	0.76190476	1
0.88095238	0.76190476	1
0.88095238	0.76190476	1
0.88095238	0.76190476	1
0.88095238	0.76190476	1
0.88095238	0.76190476	1
0.88095238	0.76190476	1
0.88095238	0.76190476	1
0.82051282	0.82051282	1
0.82051282	0.82051282	1
0.82051282	0.82051282	1
0.82051282	0.82051282	1
0.82051282	0.82051282	1
0.82051282	0.82051282	1
0.82051282	0.82051282	1
0.76190476	0.76190476	1
0.76190476	0.76190476	1
0.76190476	0.76190476	1
0.76190476	0.76190476	1
0.76190476	0.76190476	1
0.76190476	0.76190476	1
0.76190476	0.76190476	1
0.76190476	0.76190476	1
0.76190476	0.76190476	1
0.76190476	0.76190476	1
0.76190476	0.76190476	1
0.76190476	0.76190476	1
0.76190476	0.76190476	1
0.76190476	0.76190476	1
0.82051282	0.82051282	1
0.82051282	0.82051282	1
0.82051282	0.82051282	1
0.82051282	0.82051282	1
0.82051282	0.82051282	1
0.82051282	0.82051282	1
0.82051282	0.82051282	1
0.827160493	0.827160493	1
0.827160493	0.827160493	1
0.827160493	0.827160493	1
0.827160493	0.827160493	1
0.827160493	0.827160493	1
0.827160493	0.827160493	1
0.827160493	0.827160493	1
0.809523807	0.809523807	1
0.809523807	0.809523807	1
0.809523807	0.809523807	1
0.809523807	0.809523807	1
0.809523807	0.809523807	1
0.809523807	0.809523807	1
0.77777778	0.77777778	1
0.77777778	0.77777778	1
0.77777778	0.77777778	1
0.77777778	0.77777778	1
0.77777778	0.77777778	1
0.77777778	0.77777778	1
0.77777778	0.77777778	1
0.809523807	0.809523807	1
0.809523807	0.809523807	1
0.809523807	0.809523807	1
0.809523807	0.809523807	1
0.809523807	0.809523807	1
0.809523807	0.809523807	1
0.809523807	0.809523807	1
0.876543207	0.876543207	1
0.876543207	0.876543207	1
0.876543207	0.876543207	1
0.876543207	0.876543207	1
0.876543207	0.876543207	1
0.876543207	0.876543207	1
0.876543207	0.876543207	1
0.946666667	0.946666667	1
0.946666667	0.946666667	1
0.946666667	0.946666667	1
0.946666667	0.946666667	1
0.946666667	0.946666667	1
0.946666667	0.946666667	1
0.946666667	0.946666667	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	0.833333333	1
1	0.833333333	1
1	0.833333333	1
1	0.833333333	1
1	0.833333333	1
1	0.833333333	1
1	0.833333333	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
0.928571427	0.76190476	1
0.928571427	0.76190476	1
0.928571427	0.76190476	1
0.928571427	0.76190476	1
0.928571427	0.76190476	1
